column,type,count,percent_null,min,quantile_10,mean,median,quantile_90,max,std,nunique,distribution
right_dependents_count,numeric,490760,0.0,0.0,0.0,0.4815877414622219,0.0,1.0,9.0,0.7949534398436965,8,"{0: 65.5, 1: 24.9, 2: 6.5, 3: 2.2, 4: 0.7, 5: 0.1, 6: 0.0, 9: 0.0}"
run_num,numeric,490760,0.0,1.0,1.0,2.997159507702339,3.0,5.0,5.0,1.4192547618579965,5,"{1: 20.3, 4: 20.2, 5: 20.0, 2: 20.0, 3: 19.5}"
sacc_tEnd,numeric,488748,0.4,1.1958906250001746,63.80498750000015,328.04102296209527,314.68655937499983,607.0709062500001,1036.0187781250002,204.99985067223815,373969,
sacc_tStart,numeric,488748,0.4,1.1508906250001019,63.761007812500196,327.9989346405062,314.6361000000001,607.0268906250001,1035.9487781249995,204.9984005327021,374881,
story_name,categorical,490760,0.0,,,,,,,,5,"{'pluto': 20.8, 'serena_williams': 20.2, 'prisoners_dilemma': 20.1, 'the_voynich_manuscript': 19.5, 'history_of_film': 19.4}"
unique_paragraph_id,categorical,490760,0.0,,,,,,,,50,
unique_trial_id,categorical,490760,0.0,,,,,,,,2149,
universal_pos,categorical,490760,0.0,,,,,,,,16,
word_length,numeric,490760,0.0,1.0,3.0,6.3140109218355205,6.0,10.0,19.0,3.009984445032261,19,
word_length_no_punctuation,numeric,490760,0.0,0.0,3.0,6.094237509169451,6.0,10.0,18.0,2.879255681771162,19,
