column,type,count,percent_null,min,quantile_10,mean,median,quantile_90,max,std,nunique,distribution
Relationship,categorical,465844,0.0,,,,,,,,43,
TAG,categorical,465844,0.0,,,,,,,,36,
TRIAL_IA_COUNT,numeric,465844,0.0,189.0,204.0,217.34995835515753,218.0,233.0,239.0,11.104112836304814,29,
Token,categorical,465844,0.0,,,,,,,,3628,
Token_idx,numeric,465844,0.0,0.0,21.0,108.17497917757876,108.0,195.0,238.0,63.06961173449506,239,
Word,categorical,465844,0.0,,,,,,,,3628,
Word_idx,numeric,465844,0.0,1.0,22.0,109.17497917757876,109.0,196.0,239.0,63.06961173449506,239,
Wordfreq_Frequency,numeric,465844,0.0,4.218934101564037,5.216250016992825,11.464562672440854,11.52642710618783,17.60675796590369,36.541209043760986,5.261458693714009,658,
adhd,categorical,465844,0.0,,,,,,,,6,"{'No': 51.2, 'no': 16.3, 'N': 14.0, 'Y': 9.3, 'yes': 4.7, 'Yes': 4.7}"
age,numeric,465844,0.0,18.0,18.0,22.466349249963507,20.0,29.0,64.0,7.739749745852373,13,"{19: 23.3, 18: 20.9, 20: 16.2, 22: 11.6, 21: 7.0, 27: 4.7, 64: 2.3, 29: 2.3, 34: 2.3, 30: 2.3, 26: 2.3, 28: 2.3, 36: 2.3}"
distance_to_head,numeric,465844,0.0,-49.0,-3.0,-0.36112947682056656,0.0,2.0,28.0,3.6327655064539335,62,
end_of_line,numeric,465844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
entity_type,categorical,74006,84.1,,,,,,,,18,
fix_fixed_word_key,categorical,465844,0.0,,,,,,,,10839,
gender,categorical,465844,0.0,,,,,,,,3,"{'female': 67.4, 'male': 20.9, 'non-binary': 11.6}"
gpt2_surprisal,numeric,465844,0.0,0.0002444683632347733,0.5809261798858643,4.31262731552124,3.4468438625335693,8.997660636901855,36.33995056152344,3.671328544616699,10837,
handedness,categorical,465844,0.0,,,,,,,,2,"{'right': 86.0, 'left': 14.0}"
head_direction,categorical,465844,0.0,,,,,,,,3,"{'RIGHT': 49.0, 'LEFT': 46.1, 'SELF': 4.9}"
head_word_index,numeric,465844,0.0,1.0,22.0,108.8138497007582,109.0,196.0,238.0,63.07662290282474,237,
is_content_word,numeric,465844,0.0,0.0,0.0,0.5525261675582384,1.0,1.0,1.0,0.4972338810464796,2,"{np.int64(1): 55.3, np.int64(0): 44.7}"
is_correct,numeric,465844,0.0,0.0,0.0,0.6195378710469599,1.0,1.0,1.0,0.4855009818455362,2,"{1: 62.0, 0: 38.0}"
is_mw,categorical,209062,55.1,,,,,,,,1,{True: 100.0}
left_dependents_count,numeric,465844,0.0,0.0,0.0,0.4898034535166279,0.0,2.0,6.0,0.8523744083528505,7,"{0: 68.7, 1: 18.5, 2: 8.9, 3: 3.0, 4: 0.8, 5: 0.1, 6: 0.0}"
normalized_ID,numeric,465844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
page_dur,numeric,465844,0.0,1.9360000000001492,17.132000000000062,47.61518284232491,49.6309999999994,73.02700000000004,146.7829999999999,21.356639189533873,2138,
page_num,numeric,465844,0.0,0.0,0.0,4.461989421351354,4.0,8.0,9.0,2.8707043948917046,10,"{np.int64(4): 10.5, np.int64(0): 10.4, np.int64(5): 10.2, np.int64(8): 10.0, np.int64(1): 10.0, np.int64(3): 9.9, np.int64(2): 9.9, np.int64(9): 9.7, np.int64(6): 9.7, np.int64(7): 9.7}"
paragraph,categorical,465844,0.0,,,,,,,,50,
participant_id,categorical,465844,0.0,,,,,,,,43,
ptb_pos,numeric,465844,0.0,0.0,0.0,0.9192197387966787,1.0,3.0,3.0,1.0323464657890515,4,"{0: 44.7, 1: 31.5, 3: 12.9, 2: 10.9}"
reading_disability,categorical,465844,0.0,,,,,,,,4,"{'No': 58.2, 'N': 20.9, 'no': 18.6, 'Yes dyslexia': 2.3}"
right_dependents_count,numeric,465844,0.0,0.0,0.0,0.46083667493839137,0.0,1.0,9.0,0.7512237587311398,8,"{0: 65.2, 1: 26.9, 2: 5.3, 3: 1.9, 4: 0.5, 5: 0.1, 6: 0.0, 9: 0.0}"
run_num,numeric,465844,0.0,1.0,1.0,2.998819347249294,3.0,5.0,5.0,1.4153237423856637,5,"{1: 20.1, 4: 20.0, 2: 20.0, 5: 20.0, 3: 19.9}"
start_of_line,numeric,465844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
story_name,categorical,465844,0.0,,,,,,,,5,"{'serena_williams': 20.9, 'the_voynich_manuscript': 19.9, 'prisoners_dilemma': 19.8, 'history_of_film': 19.7, 'pluto': 19.6}"
subtlex_Frequency,numeric,465844,0.0,2.4482572825641493,5.425888254570233,inf,11.916145573261781,20.479846568632606,inf,,1591,
total_skip,numeric,465844,0.0,0.0,0.0,0.445872437983531,0.0,1.0,1.0,0.4970621061823344,2,"{0: 55.4, 1: 44.6}"
unique_paragraph_id,categorical,465844,0.0,,,,,,,,50,
unique_trial_id,categorical,465844,0.0,,,,,,,,2149,
universal_pos,categorical,465844,0.0,,,,,,,,16,
word_length,numeric,465844,0.0,1.0,2.0,5.0932221945544,4.0,9.0,19.0,2.8088163175477496,19,
word_length_no_punctuation,numeric,465844,0.0,0.0,2.0,4.93039300710109,4.0,9.0,18.0,2.694574448030776,19,
wordfreq_frequency,numeric,465844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
